gloss,dloss,dxloss,dgzloss
0.6980563998222351,1.3671470880508423,0.507465124130249,0.49778419733047485
0.7869100570678711,1.1268994808197021,0.6075785756111145,0.45773136615753174
0.6927632093429565,2.0651752948760986,0.36636751890182495,0.568533718585968
0.784349799156189,1.292217493057251,0.5106401443481445,0.45629245042800903
0.755060076713562,1.4830727577209473,0.4310220181941986,0.4713958501815796
0.7314943075180054,1.4010951519012451,0.4751119613647461,0.48129987716674805
0.7399441003799438,1.399591326713562,0.4722883701324463,0.4773651957511902
0.7457336187362671,1.3872522115707397,0.475585401058197,0.4745083451271057
0.751767635345459,1.3770475387573242,0.47833001613616943,0.47212398052215576
0.7522732019424438,1.371734380722046,0.4803142249584198,0.471426784992218
0.753358781337738,1.3551852703094482,0.48873183131217957,0.47173699736595154
0.7314537763595581,1.3787357807159424,0.4863658845424652,0.4813089072704315
0.6924331188201904,1.381899356842041,0.5026707053184509,0.5001173615455627
0.6938493251800537,1.3780149221420288,0.504950225353241,0.5002704858779907
0.7177571058273315,1.3718055486679077,0.4967759847640991,0.48849761486053467
0.6848596334457397,1.3849213123321533,0.5100809335708618,0.5085992217063904
0.711535632610321,1.3713655471801758,0.5022765398025513,0.4930330514907837
0.7341690063476562,1.3044617176055908,0.5338586568832397,0.4894965589046478
0.7838379740715027,1.3433175086975098,0.4808892607688904,0.45557427406311035
0.6456426978111267,1.35231614112854,0.5433923006057739,0.5215851664543152
0.8810333609580994,1.3609639406204224,0.443339467048645,0.41814085841178894
0.6796966791152954,1.3878898620605469,0.5058169960975647,0.5064810514450073
0.7795912623405457,1.3987960815429688,0.4628373086452484,0.46527108550071716
0.7121788859367371,1.3841246366500854,0.4912758767604828,0.4898794889450073
0.702000081539154,1.376004934310913,0.5034643411636353,0.49742960929870605
0.6766122579574585,1.402705430984497,0.5009685754776001,0.5088498592376709
0.6808013319969177,1.3757327795028687,0.5116356611251831,0.5060855746269226
0.6554713845252991,1.3950196504592896,0.5214073657989502,0.522969126701355
0.6949876546859741,1.3984180688858032,0.49386435747146606,0.49957942962646484
0.6960440874099731,1.3976901769638062,0.49324673414230347,0.49877986311912537
0.7029277086257935,1.3934324979782104,0.49174708127975464,0.4951723515987396
0.7037367820739746,1.3878086805343628,0.49405479431152344,0.4947381019592285
0.6989505290985107,1.3851547241210938,0.4977431297302246,0.4971552789211273
0.6981148719787598,1.3852382898330688,0.4980909824371338,0.49754929542541504
0.7013599276542664,1.3831751346588135,0.49752458930015564,0.49593934416770935
0.7010818719863892,1.3851373195648193,0.49663493037223816,0.4960246980190277
0.6684359312057495,1.4055200815200806,0.5055296421051025,0.5143377780914307
0.6922174692153931,1.3724125623703003,0.5106562972068787,0.5027070045471191
0.6889211535453796,1.385499358177185,0.5017145276069641,0.5012863278388977
0.7088486552238464,1.3900723457336426,0.49024415016174316,0.4919430911540985
0.6796311140060425,1.3881739377975464,0.5060673952102661,0.5068376064300537
0.6981469988822937,1.3851649761199951,0.4980851411819458,0.49749547243118286
0.6930917501449585,1.3893392086029053,0.4986112713813782,0.5000711679458618
0.6944783926010132,1.3778363466262817,0.503934383392334,0.49963629245758057
0.6884146928787231,1.3897206783294678,0.5004925727844238,0.502181887626648
0.6943292617797852,1.3842267990112305,0.500604510307312,0.49955523014068604
0.7024039626121521,1.3878397941589355,0.4946066737174988,0.49530166387557983
0.6774958372116089,1.36722993850708,0.5181753039360046,0.5078195333480835
0.6745724678039551,1.3875401020050049,0.5099900960922241,0.5098674297332764
0.6920746564865112,1.383512258529663,0.5020427703857422,0.5005811452865601
