gloss,dloss,dxloss,dgzloss
0.7050553560256958,1.3687041997909546,0.5034792423248291,0.4946335554122925
0.9550994634628296,1.178633213043213,0.5094732642173767,0.3933405876159668
0.6182734966278076,1.4047694206237793,0.5359908938407898,0.5405676364898682
0.7169469594955444,1.3881516456604004,0.4908440113067627,0.49023565649986267
0.7542957663536072,1.369436264038086,0.48366475105285645,0.47215911746025085
0.7313507795333862,1.3417134284973145,0.5080199837684631,0.4839485287666321
0.6334114074707031,1.3951551914215088,0.5279058218002319,0.5302538871765137
0.6896096467971802,1.3865249156951904,0.5019364953041077,0.5019611120223999
0.6793963313102722,1.3831229209899902,0.5091612339019775,0.5072656869888306
0.7125333547592163,1.3812669515609741,0.49336689710617065,0.4906771779060364
0.7073361873626709,1.3865394592285156,0.49384889006614685,0.49373340606689453
0.7275252342224121,1.3953328132629395,0.47873687744140625,0.48240312933921814
0.6712663173675537,1.3921116590499878,0.5090935230255127,0.5117010474205017
0.6834588050842285,1.3953295946121216,0.5000960230827332,0.5045557022094727
0.7036730647087097,1.3841519355773926,0.49632781744003296,0.49517926573753357
0.7056096792221069,1.370539665222168,0.502213180065155,0.4941256046295166
0.7175552248954773,1.3866829872131348,0.4889237880706787,0.48884910345077515
0.6751095056533813,1.384829044342041,0.5102243423461914,0.5091733932495117
0.7096166014671326,1.3849897384643555,0.4929184913635254,0.49212202429771423
0.6826915740966797,1.385375738143921,0.5057094097137451,0.5051419138908386
0.7130898237228394,1.3867934942245483,0.4901230037212372,0.4901600480079651
0.6897302865982056,1.3901698589324951,0.5001009106636047,0.501990795135498
0.6963958740234375,1.3858755826950073,0.4983023405075073,0.4980652928352356
0.6909745931625366,1.383078932762146,0.5031850337982178,0.5015208721160889
0.6676362752914429,1.3862075805664062,0.5138025283813477,0.5132770538330078
0.6905495524406433,1.3864891529083252,0.5011380910873413,0.5011405944824219
0.737896203994751,1.3820768594741821,0.482225239276886,0.479285329580307
0.6611469984054565,1.381664752960205,0.5192800164222717,0.5162194967269897
0.7043619155883789,1.3973808288574219,0.48773258924484253,0.49302464723587036
0.6613755822181702,1.3963621854782104,0.5125365257263184,0.516845166683197
0.7496259212493896,1.3920807838439941,0.4704720377922058,0.47142669558525085
0.6855303049087524,1.4171628952026367,0.4883608818054199,0.5030320882797241
0.7034570574760437,1.3936704397201538,0.4910273551940918,0.49454110860824585
0.6898876428604126,1.3862727880477905,0.5019131898880005,0.5018762946128845
0.6917480230331421,1.3871463537216187,0.5002989172935486,0.5006996393203735
0.6921140551567078,1.3866543769836426,0.5003847479820251,0.500541090965271
0.6875333189964294,1.3857817649841309,0.5031161308288574,0.5028249621391296
0.6887825727462769,1.3870867490768433,0.5017997026443481,0.502166748046875
0.6866843104362488,1.387129545211792,0.5029100775718689,0.5032913684844971
0.6930968165397644,1.3872175216674805,0.4996005892753601,0.5000433325767517
0.6938020586967468,1.386622667312622,0.4996057450771332,0.4997512698173523
0.6937255859375,1.3857215642929077,0.5000548958778381,0.49975213408470154
0.6954960227012634,1.3867735862731934,0.4986262023448944,0.4988395571708679
0.6914454698562622,1.3849925994873047,0.5015662908554077,0.5008937120437622
0.6925452947616577,1.3876672983169556,0.4995865225791931,0.5002528429031372
0.7038512229919434,1.3802504539489746,0.49832290410995483,0.4952499568462372
0.6767274737358093,1.3865934610366821,0.5083044171333313,0.5083103179931641
0.7187628746032715,1.3876123428344727,0.4871929883956909,0.48748672008514404
0.6748706698417664,1.384080410003662,0.5106803774833679,0.5093510150909424
0.7164114713668823,1.3890951871871948,0.48738130927085876,0.488466739654541
0.7043564319610596,1.3853614330291748,0.4953692555427551,0.4948387145996094
